task_id,role,reasoning_tokens,natural_boundary,reasoning_capped,early_eos,reasoning_seconds,timing_complete,history_path,history_sha256
atcoder/arc188_a,small,22995,True,False,False,664.1838325001299,True,primary/tasks/atcoder__arc188_a/small_history/source_history.json,597a8e487e71669d94091f006c0a9115a723ac3344d4ed8f2d0905dd63725f1a
leetcode/3543,source,3236,True,False,False,182.94308658293448,True,primary/tasks/leetcode__3543/large_history/source_history.json,f0e76798d76c558618ba15f602955872254c104a9d57f68c63213744e963000e
leetcode/3543,small,2855,True,False,False,96.25239324755967,True,primary/tasks/leetcode__3543/small_history/source_history.json,e209d93b42f73d25a67eb644f0a36996fb2ad0a276ba717bc0e9d6727edb34fd
atcoder/abc388_e,source,5486,True,False,False,318.30386378616095,True,primary/tasks/atcoder__abc388_e/large_history/source_history.json,a9df38c2ebab276bcf25a4b8a193098cba6f541ed6a4f95aeac64caa257c8228
atcoder/abc388_e,small,23442,True,False,False,767.7637414378114,True,primary/tasks/atcoder__abc388_e/small_history/source_history.json,276814ecd3e1f7d7755d6cb90b9c2a0a0705c3ea0181c9a348cfe684b1d11e1b
atcoder/arc187_b,source,17418,True,False,False,1037.0705579509959,True,primary/tasks/atcoder__arc187_b/large_history/source_history.json,f9dfb04a7ed10587359ca65f50f2054a24f0078af25ce0b594edc69924b177c5
atcoder/arc187_b,small,22521,True,False,False,738.3552581698168,True,primary/tasks/atcoder__arc187_b/small_history/source_history.json,47f5f3b74d076867667d3b2b3907bede6bf3b258c16c7904689a7b353cd8d680
leetcode/3649,source,4254,True,False,False,242.2245677500032,True,primary/tasks/leetcode__3649/large_history/source_history.json,b5e6b8727fa1eac1ea717832e5b2f3b71fa2003c4f13247ad7be4b6b53e73a90
leetcode/3649,small,5187,True,False,False,171.01407588925213,True,primary/tasks/leetcode__3649/small_history/source_history.json,027ea0cb4c0bf0ce516f9a9ac78df08b4837846b1e17409980a6cf3cc71cb413
atcoder/abc375_a,source,1868,True,False,False,111.22432848578319,True,primary/tasks/atcoder__abc375_a/large_history/source_history.json,259861cfcb603fbd4b13a7495ed4555243771aa2ac601fd0d40e212b84ded7b2
atcoder/abc375_a,small,2048,True,False,False,67.17906676698476,True,primary/tasks/atcoder__abc375_a/small_history/source_history.json,542aed5d9ea34fa0896127f1d343557f5a9946f593e73c176fe4355c77cce4fb
atcoder/arc188_c,source,17946,True,False,False,1048.2131203548051,True,primary/tasks/atcoder__arc188_c/large_history/source_history.json,75c78e4ec3ecd99d0c7d2cbdc27728ef9918f12bf671373e0042ee333048fbbd
atcoder/arc188_c,small,24576,False,True,False,834.036241018679,True,primary/tasks/atcoder__arc188_c/small_history/source_history.json,cf15be747f911c7c74f380727d154cf83032e664acc6e11a381027f492af3ef5
leetcode/3785,source,6855,True,False,False,386.3048631150741,True,primary/tasks/leetcode__3785/large_history/source_history.json,503b4bb522f0332172b5ebdc899e256ed8e86dc2924d659377032bbe41560317
leetcode/3785,small,6822,True,False,False,227.06235545803793,True,primary/tasks/leetcode__3785/small_history/source_history.json,407121b6feae0dd9a90e8347c5690a2a6e2eb1db1802948465e5995d095e6b80
atcoder/abc385_f,source,24576,False,True,False,1416.0613235649653,True,primary/tasks/atcoder__abc385_f/large_history/source_history.json,cc4448f62942245d79bc97eda1d86e4c55c74147697f778edeb547982a69b680
atcoder/abc385_f,small,23003,True,False,False,912.4318323563784,True,primary/tasks/atcoder__abc385_f/small_history/source_history.json,2465e65adb36fd44dd2848adc01a29bfb21cf0ac6c254cdac8d3fc4b47726c4b
atcoder/arc189_b,source,15278,True,False,False,865.1723098531365,True,primary/tasks/atcoder__arc189_b/large_history/source_history.json,a5cc2f27f3d870830ae43501a160d86ffc292f9fbf9d345821c6db80b7cd62fb
atcoder/arc189_b,small,24570,True,False,False,1070.7599380351603,True,primary/tasks/atcoder__arc189_b/small_history/source_history.json,a3f4f7d1ed222862cf1191eeaef470cb9922f83bcdf399c50c8c885a29f1f785
leetcode/3784,source,13842,True,False,False,785.5090619849507,True,primary/tasks/leetcode__3784/large_history/source_history.json,fc753d330de54a5f50b6d3277e0ccec99cb0e17c5ea9b4e3195e333e7317b4ca
leetcode/3784,small,17454,True,False,False,751.0495912060142,True,primary/tasks/leetcode__3784/small_history/source_history.json,6e30fbae7ea625d2d36c6d584c8972d997ed7a310d1506f50e408cede2c5508c
leetcode/3709,source,13446,True,False,False,768.7112316389102,True,primary/tasks/leetcode__3709/large_history/source_history.json,dad05ceebed5f81fff669bfafd248125031db95b1002daa8d16a172b1e4ea963
leetcode/3709,small,5464,True,False,False,244.21329930983484,True,primary/tasks/leetcode__3709/small_history/source_history.json,078fcd66f0b8fb6945d67bc476f1b2c085e7be6bc16d17ab2eb5f1a83f95841f
leetcode/3656,source,5502,True,False,False,311.754952340154,True,primary/tasks/leetcode__3656/large_history/source_history.json,dceafebe4707c1df9a1f5df3c64258bfc6a2e9a022cdcf4d5e2a49712cfd0d08
leetcode/3656,small,4940,True,False,False,161.03253882587887,True,primary/tasks/leetcode__3656/small_history/source_history.json,cc1f1782f89cdae2fa65347840e1a122c27d4d20291be94ab2755834d7f419c5
atcoder/arc196_c,source,23966,True,False,False,1340.9698628520127,True,primary/tasks/atcoder__arc196_c/large_history/source_history.json,323ce1cd259445e475fb3664c66a55770e28c650d08aca6c3baf77962fc6e2c0
atcoder/arc196_c,small,20918,True,False,False,876.3586279023439,True,primary/tasks/atcoder__arc196_c/small_history/source_history.json,e6a00819c7be48b4dbb85a87b77bc6d1da8f579ebbaa513ac4b8410c7d372693
atcoder/abc373_c,source,1436,True,False,False,83.09541136911139,True,primary/tasks/atcoder__abc373_c/large_history/source_history.json,2566a590aff70481543350bfef57b0c85b008d586a41a3f7dba28d8332a11995
atcoder/abc373_c,small,1040,True,False,False,34.1064707362093,True,primary/tasks/atcoder__abc373_c/small_history/source_history.json,adf50180f09b15ef8c9d871046697949c9d394356b48f64f9299ca174fe72591
atcoder/abc379_c,source,7853,True,False,False,454.6117885548156,True,primary/tasks/atcoder__abc379_c/large_history/source_history.json,b28d5643e6ae62e9c0e51b077528dd4894661e403f1124cb6ca0053215357017
atcoder/abc379_c,small,24576,False,True,False,804.4604522178415,True,primary/tasks/atcoder__abc379_c/small_history/source_history.json,b858b5cb1f400936a861095c798ea3d017e314c3b0f30c7025928211771d57cc
atcoder/abc396_f,source,24576,False,True,False,1390.6838053481188,True,primary/tasks/atcoder__abc396_f/large_history/source_history.json,2ea8aa263415474c69dd4cf39024d67e979454a9b60dcffe116d4b6a19b597e0
atcoder/abc396_f,small,24576,False,True,False,797.0721242260188,True,primary/tasks/atcoder__abc396_f/small_history/source_history.json,c8394438eec2d14b73df9bad0898d6c2352b1dae5cf4e5a4c867910332836ea4
leetcode/3627,source,6984,True,False,False,403.3191333771683,True,primary/tasks/leetcode__3627/large_history/source_history.json,702f75adf0ebfe41cf0cbd97fcdc4a7a1e4923322b6d8a142e623e046e91dcc8
leetcode/3627,small,7920,True,False,False,258.11370283016004,True,primary/tasks/leetcode__3627/small_history/source_history.json,4075194b3f937cc1a4aee5adb3ba72bacb3be5b6588e1e5c6a1aa68e51d9b862
atcoder/arc189_c,source,24576,False,True,False,1458.7864029658958,True,primary/tasks/atcoder__arc189_c/large_history/source_history.json,f7207714dcce90aae28bae9738a78e24a9d62b082386b32144945135e9509eb2
atcoder/arc189_c,small,19199,True,False,False,630.5912476992235,True,primary/tasks/atcoder__arc189_c/small_history/source_history.json,bf679b21227550a22457ea7b35843c44b26d4287901928d83b7b19a8c22cfc13
atcoder/abc381_e,source,19094,True,False,False,1078.578802504111,True,primary/tasks/atcoder__abc381_e/large_history/source_history.json,bbbed4f5f48f9355d801afad2467a7b01f1b52cc6269055a6a0b41621da4b923
atcoder/abc381_e,small,15156,True,False,False,653.2670689485967,True,primary/tasks/atcoder__abc381_e/small_history/source_history.json,e1bdedfdaaf3f25a1e29102512744cefc26a7719d505ecdb52a2c9ca32a22f52
atcoder/abc386_e,source,2921,True,False,False,174.61847419315018,True,primary/tasks/atcoder__abc386_e/large_history/source_history.json,54feb946d950d66ec0fe7a7175c125362c5aaa78c25333bcaf2fec50c76bd636
atcoder/abc386_e,small,6027,True,False,False,258.0057193338871,True,primary/tasks/atcoder__abc386_e/small_history/source_history.json,83a65807949a3a09482b39add1ef3a9039e9cec81b95ea5222a339bf59f4f117
leetcode/3535,source,9335,True,False,False,542.704868952278,True,primary/tasks/leetcode__3535/large_history/source_history.json,ed42448f145dcf77b34ad4dccd8f3c0c10b52136e83d884662f48fd775a78129
leetcode/3535,small,11052,True,False,False,368.0595476629678,True,primary/tasks/leetcode__3535/small_history/source_history.json,0493400ecab79017ccd99d7363c3ab12c06f66da7eb3d99187d94997f75eec69
leetcode/3552,source,11650,True,False,False,693.9024077630602,True,primary/tasks/leetcode__3552/large_history/source_history.json,d66d7820dabf8d9026a5c104b09901423bf0eb9c04b968d6d4a5cb06f3148582
leetcode/3552,small,13401,True,False,False,448.71481753280386,True,primary/tasks/leetcode__3552/small_history/source_history.json,59b8c7e696c0d8564409e7e23e3ea8b000c766875921feb5ca8953234ce01522
leetcode/3527,source,19073,True,False,False,1133.0161645328626,True,primary/tasks/leetcode__3527/large_history/source_history.json,625849d0e1866f772e5da2eb5a2864ad3c9dfc71f4d9abe56be6239ea37b11a2
leetcode/3527,small,20580,True,False,False,684.4306588340551,True,primary/tasks/leetcode__3527/small_history/source_history.json,db7b42e7ab44444e849b955ae219667f31c165f15c76a1d68afcec2e35da3504
atcoder/abc373_a,source,1908,True,False,False,113.06925788195804,True,primary/tasks/atcoder__abc373_a/large_history/source_history.json,4f0c1b3658b6c45fc0d47cc5d1b251fb0826a11023050840a97e8e04e3c880a8
atcoder/abc373_a,small,2974,True,False,False,81.25027098506689,True,primary/tasks/atcoder__abc373_a/small_history/source_history.json,dab0a32da3e50c5a0e15f9462bb417d21c61f06c26278f94475255d78e10f9e5
leetcode/3588,source,11576,True,False,False,688.5474703598302,True,primary/tasks/leetcode__3588/large_history/source_history.json,5582f5f386f7b1ac13e43bf0670fc85bb9ef514c2aa82eefbb8fdfc46ced3530
leetcode/3588,small,12550,True,False,False,552.156238347292,True,primary/tasks/leetcode__3588/small_history/source_history.json,6cc0cf17b15b5ca07bcb3aac1180afb54134254c0955cd0ba3d650f3c3668e54
atcoder/abc378_g,source,24576,False,True,False,1425.125036443118,True,primary/tasks/atcoder__abc378_g/large_history/source_history.json,78d2d26abb507d277bc509b8f21939087b41f760d968eb7652e3554dff8f1c53
atcoder/abc378_g,small,13717,True,False,False,447.8597483569756,True,primary/tasks/atcoder__abc378_g/small_history/source_history.json,d28e090fabe7685b5ec7a5849fdc3539221d692da2154a8a90a73c2d9e6761aa
atcoder/abc366_c,source,5631,True,False,False,316.0950348540209,True,primary/tasks/atcoder__abc366_c/large_history/source_history.json,92245699d3cfdfecb3016966b3754e0a114eeb0b9297cbabf47043f60055937b
atcoder/abc366_c,small,5847,True,False,False,250.95002730190754,True,primary/tasks/atcoder__abc366_c/small_history/source_history.json,f536de369edd110d0acc018b090b686812bc77d134da4de58014965d6901fbf9
leetcode/3701,source,20961,True,False,False,1216.1819805640262,True,primary/tasks/leetcode__3701/large_history/source_history.json,51a741adaac0ec612ba99c519fda38cf0895c3281fed750b4288ac6223107036
leetcode/3701,small,23177,True,False,False,759.5311272079125,True,primary/tasks/leetcode__3701/small_history/source_history.json,e4f7ce9dada965a1ec308cb41a42a8885685baf6dc2573b9713dd77e2ac54a31
atcoder/abc377_c,source,5688,True,False,False,319.7413351791911,True,primary/tasks/atcoder__abc377_c/large_history/source_history.json,df9bebbaaad85c72cf9076658e5a4c20d34f90c39c10e1cf6835bb03e468e1aa
atcoder/abc377_c,small,6301,True,False,False,207.52221690793522,True,primary/tasks/atcoder__abc377_c/small_history/source_history.json,22aa9da14984f80f74e145ac118d70a9c06d4b667b152e3ab977f884a8ab6b6f
leetcode/3778,source,1300,True,False,False,75.27971190400422,True,primary/tasks/leetcode__3778/large_history/source_history.json,5881d0ac0bf8a2e26b43f539f1f4039b84c19a0ae7630720d6a2eb460ec8be26
leetcode/3778,small,1467,True,False,False,47.847140518948436,True,primary/tasks/leetcode__3778/small_history/source_history.json,39c61b4e5ae9c8e85eb7022b8a3100de460265c67f4ca6e61cc036e96d0ec4b2
atcoder/abc396_c,source,8934,True,False,False,532.0963565979619,True,primary/tasks/atcoder__abc396_c/large_history/source_history.json,c9e613ff7d811be3e69b2faeb7f9504367b579910cef438159810504c6ecddfa
atcoder/abc396_c,small,11566,True,False,False,378.8280591808725,True,primary/tasks/atcoder__abc396_c/small_history/source_history.json,7658c1fc4a023cd6ff21cd933e5a56f48b6c03d528b95bc3ec22f1e204b71ab0
leetcode/3764,source,8141,True,False,False,472.7858238411136,True,primary/tasks/leetcode__3764/large_history/source_history.json,f1f0b16d98496c485f41fc476b778efdd55e28fb071fde96de4ccd3006dc5f3b
leetcode/3764,small,4998,True,False,False,163.96519534592517,True,primary/tasks/leetcode__3764/small_history/source_history.json,b23987559a0c336ef8810a36c99635edb8ce9d9913e624d76cf5feedbb82efbb
leetcode/3754,source,19997,True,False,False,1159.7278172769584,True,primary/tasks/leetcode__3754/large_history/source_history.json,72d7a4b5683889ccc68853003667a8a2ccb7d03ee7fd62d3c95486e72fc98155
leetcode/3754,small,14346,True,False,False,465.0315410399344,True,primary/tasks/leetcode__3754/small_history/source_history.json,d728e114d3fea8070d3f457027e1903e5926a52f7490d7fbed6d177d2a5f69fa
leetcode/3794,source,22102,True,False,False,1247.5387087999843,True,primary/tasks/leetcode__3794/large_history/source_history.json,654c1ef41056ddc918801ee1cbf2aeba1c771a1efc9689b898f2dfe1c99a59ea
leetcode/3794,small,23275,True,False,False,757.9237584981602,True,primary/tasks/leetcode__3794/small_history/source_history.json,5a3ecbefbf598d4b0d81329a08db767513825d4504e6ea30fe5a92c7bd62822f
atcoder/abc387_a,source,730,True,False,False,42.65052749984898,True,primary/tasks/atcoder__abc387_a/large_history/source_history.json,13cd6636b46870faf3c52894b989739bbcff8263608dbddd153e5c7155ee750a
atcoder/abc387_a,small,732,True,False,False,24.032283407170326,True,primary/tasks/atcoder__abc387_a/small_history/source_history.json,d4337837078eb602d389abf863b693236bd2ca7c67b24a3f97f2be9d48702e46
atcoder/abc369_a,source,3992,True,False,False,237.3791982268449,True,primary/tasks/atcoder__abc369_a/large_history/source_history.json,e94900da80fb80d598c32df588229a3c054d747414ef18e10b75898d55b7beac
atcoder/abc369_a,small,4311,True,False,False,135.9382544811815,True,primary/tasks/atcoder__abc369_a/small_history/source_history.json,2e3898bc3204a3c38df1d9347967c995663c2e065e76ce068c79c772ecad76ca
leetcode/3532,source,17477,True,False,False,984.2860277660657,True,primary/tasks/leetcode__3532/large_history/source_history.json,74a80777453d56dc32a4acbe0e81fe5f2b3a72638f68c09eb23ce8e691767579
leetcode/3532,small,17422,True,False,False,568.3332884050906,True,primary/tasks/leetcode__3532/small_history/source_history.json,e7b6e208da3f626c2e78f68077a343ab3275ba973331f1169b284d403b308f4a
leetcode/3793,source,8395,True,False,False,486.6786843512673,True,primary/tasks/leetcode__3793/large_history/source_history.json,c46654cbc0dc7d0e5a9b637768f1e31768fbf50ba178f499ef72e475f1195d7f
leetcode/3793,small,9655,True,False,False,315.0307563939132,True,primary/tasks/leetcode__3793/small_history/source_history.json,f372d1183427f30093f2bbf7a8c83f4f107f60ec0411198ffdcfaf99286d41d8
leetcode/3781,source,14401,True,False,False,854.9807589051779,True,primary/tasks/leetcode__3781/large_history/source_history.json,7cc5f4e8fef4e56e77f5340878b7380c231ea291310ce2a6f7ab05c1f4f3cdd5
leetcode/3781,small,13260,True,False,False,548.4379309806973,True,primary/tasks/leetcode__3781/small_history/source_history.json,257a0e0e5572ab7c481850239e1dbef2012f19898a42226ad8a921d67b945f48
atcoder/abc387_c,source,22223,True,False,False,1314.7994556780905,True,primary/tasks/atcoder__abc387_c/large_history/source_history.json,85228f5d985034774b415f96898fe69d747c04e6d32c665aeefd5ca61d7ba69d
atcoder/abc387_c,small,16128,True,False,False,536.4988947808743,True,primary/tasks/atcoder__abc387_c/small_history/source_history.json,d22045e15413e29e644bf68a40524c5eb13e5c03c80baee224e34f291e766108
atcoder/arc183_c,source,24576,False,True,False,1459.0176546839066,True,primary/tasks/atcoder__arc183_c/large_history/source_history.json,962848d8c2d0a51f41d9533991fe203ecdb99b09cd11faa7bbc720006d40126e
atcoder/arc183_c,small,16275,True,False,False,510.4041087627411,True,primary/tasks/atcoder__arc183_c/small_history/source_history.json,c85e05151aa6f4a44ada29238eebe643d0c999e201ea3005654757b170af558e
atcoder/abc382_b,source,2297,True,False,False,129.8158319350332,True,primary/tasks/atcoder__abc382_b/large_history/source_history.json,f7dd131cfc9067df922d89b8326fb73c9d4b5b3e5dc0763223ac68d528481d88
atcoder/abc382_b,small,4913,True,False,False,160.14338966808282,True,primary/tasks/atcoder__abc382_b/small_history/source_history.json,be641ed834851cc43863bfab158f5b68b55f7ab06cbee537e9be46a42fca98c0
leetcode/3773,source,5157,True,False,False,384.53495200909674,True,primary/tasks/leetcode__3773/large_history/source_history.json,b0013c940566db96b1c7f41328e1f9450289b3f89b3281b44990d8682d1e776f
leetcode/3773,small,5066,True,False,False,168.34111551195383,True,primary/tasks/leetcode__3773/small_history/source_history.json,fa8eb35f32cafab1970f667bfcf13d5e00d73a151ee941031ba9527782dcd7f1
leetcode/3522,source,5371,True,False,False,319.9072446168866,True,primary/tasks/leetcode__3522/large_history/source_history.json,b6f6ec1856a8b9eaefa3a9cb3630a11513973e34892c55d500cd03b39923b5e3
leetcode/3522,small,2927,True,False,False,132.05247039720416,True,primary/tasks/leetcode__3522/small_history/source_history.json,f30eea99e11b32bd909d11f02e241a556d2029b38295ef951cea7018265250b3
leetcode/3687,source,22354,True,False,False,1332.7306576871779,True,primary/tasks/leetcode__3687/large_history/source_history.json,f83fc2f7bc402098abfd61cf16e199ea6f263d5e0587eef829e9336764202856
leetcode/3687,small,24576,False,True,False,1060.114288797602,True,primary/tasks/leetcode__3687/small_history/source_history.json,07e8e6fb1eb31aa118b02887ee9b7c8c9c0a9109a5bd14d9a237c9a0557f85d0
atcoder/abc391_a,source,766,True,False,False,43.36960220918991,True,primary/tasks/atcoder__abc391_a/large_history/source_history.json,73eb5e899c02949fefe47f4bf168a922c83e33574f9b07d896ce6713f8bd138f
atcoder/abc391_a,small,687,True,False,False,22.761286893859506,True,primary/tasks/atcoder__abc391_a/small_history/source_history.json,e0d291151627d4072283b71c4b3f81bf4cfeb052bab3816a85d8033d7c85a051
atcoder/abc385_b,source,10218,True,False,False,573.0878098085523,True,primary/tasks/atcoder__abc385_b/large_history/source_history.json,15fd637d7ad1b5601e8aa5f554e0ffe64ce2264613cef97414ee0aa2383a5b2d
atcoder/abc385_b,small,8793,True,False,False,289.05100191384554,True,primary/tasks/atcoder__abc385_b/small_history/source_history.json,054c973775fc2bb84d46beed1bd75d88d53909a2b0c6dc2686bb3aaf95604f89
atcoder/abc394_b,source,1351,True,False,False,78.37538725323975,True,primary/tasks/atcoder__abc394_b/large_history/source_history.json,feaf34831632feaf011c6d02501d03b449233c0439f8ffaaa0ed24068214d00f
atcoder/abc394_b,small,2282,True,False,False,101.3014427870512,True,primary/tasks/atcoder__abc394_b/small_history/source_history.json,2ad99ac2a8a03c2c1608ed9fc0b21d198608d04783f12391eb7da71279968e48
atcoder/abc374_a,source,1820,True,False,False,103.74397173896432,True,primary/tasks/atcoder__abc374_a/large_history/source_history.json,6dccd1b2e4863b8feba1a292f98ab8cd6a0a8a93c024f67cbd7b01e3ee416f5f
atcoder/abc374_a,small,1404,True,False,False,46.94765360513702,True,primary/tasks/atcoder__abc374_a/small_history/source_history.json,7dd5f865f02375f2490dd5b644b140afc9150449424fd64bcc6aab51608a8242
atcoder/abc395_b,source,5917,True,False,False,351.80351314577274,True,primary/tasks/atcoder__abc395_b/large_history/source_history.json,3c4853daea2d37f3ce8e196aa206babcd7946473db9170c6e1367b94418ec42d
atcoder/abc395_b,small,6166,True,False,False,264.6235826034099,True,primary/tasks/atcoder__abc395_b/small_history/source_history.json,6be4ed6a90883d2b920788a005d7dff7c244ad08e0a7d1d8d7f8b9d450fa7c7b
atcoder/abc398_f,source,6404,True,False,False,486.4602650459856,True,primary/tasks/atcoder__abc398_f/large_history/source_history.json,40193d8c8b4ea2cce291ab05579c13f0b669f9b63692de952e7727c815bd3bb0
atcoder/abc398_f,small,12128,True,False,False,405.81475376104936,True,primary/tasks/atcoder__abc398_f/small_history/source_history.json,4b5f82263742e2a80b446fd728f3bcb4a18cbc3f02758b5c33c684e1933dc25e
atcoder/abc388_d,source,18446,True,False,False,1097.1764169689268,True,primary/tasks/atcoder__abc388_d/large_history/source_history.json,8525b2812ffbedbd70df10c5d7793ea1f424e1e1e0b312d595af971820604cbf
atcoder/abc388_d,small,24576,False,True,False,805.3024498880841,True,primary/tasks/atcoder__abc388_d/small_history/source_history.json,caa0824c5eabac40152559c143f4d769b8b08b2b6f46d7dd77ed4f1e5982df46
atcoder/abc385_e,source,15896,True,False,False,896.4616533450317,True,primary/tasks/atcoder__abc385_e/large_history/source_history.json,81687fc8ca30cb8c382d624252aa00242eef3471234950909ddf145f23c05383
atcoder/abc385_e,small,24515,True,False,False,806.2469242049847,True,primary/tasks/atcoder__abc385_e/small_history/source_history.json,b5091381de8de30728b24c6284a17490740a23928314c8599fb9be73d3f81492
atcoder/abc378_f,source,13217,True,False,False,782.3857745050918,True,primary/tasks/atcoder__abc378_f/large_history/source_history.json,662d77c4726a801bcc33468c4b537b728c5cd37a977bb56807c8ff39314cca0b
atcoder/abc378_f,small,18976,True,False,False,837.9574628714472,True,primary/tasks/atcoder__abc378_f/small_history/source_history.json,dc80ccca429d750d3260453cde156fa9e2c065a8fcc6987a528f6471e2e64dfc
leetcode/3607,source,17036,True,False,False,988.4503699443303,True,primary/tasks/leetcode__3607/large_history/source_history.json,684e5c7218078f59cc6da465f5a13b1d43ee3dd4972fb90147efba97e9999103
leetcode/3607,small,23968,True,False,False,783.7420714579057,True,primary/tasks/leetcode__3607/small_history/source_history.json,5977681eedd6c4421aea2129b3266113dcf35163b342913321b906c6dc191ec9
leetcode/3583,source,10062,True,False,False,583.4971329411492,True,primary/tasks/leetcode__3583/large_history/source_history.json,c238dc1fefe2e23afcf3046e43690aaaaa0067e3fb5106203abc48e1774a3541
leetcode/3583,small,9910,True,False,False,428.7347709350288,True,primary/tasks/leetcode__3583/small_history/source_history.json,0091a74bb7dae8ac970662ef102380f7e04f62f0738bbd8b103ad0b34e414cd5
atcoder/abc384_a,source,2402,True,False,False,139.31685549695976,True,primary/tasks/atcoder__abc384_a/large_history/source_history.json,12ce9c52c0026bd83a1ed313f56d589f073da93cd011a8bda15db3cddfcd4cb8
atcoder/abc384_a,small,1820,True,False,False,60.382995433872566,True,primary/tasks/atcoder__abc384_a/small_history/source_history.json,0ac4416aa4e22f890ef369138adfea52cf1ea557a2d17890ca790b8ad509ddf0
leetcode/3759,source,10838,True,False,False,612.2030383939855,True,primary/tasks/leetcode__3759/large_history/source_history.json,b702b383cd3fbec75d429047942535060e185a088fed536ea191967dc9886ccb
leetcode/3759,small,12352,True,False,False,403.64553700806573,True,primary/tasks/leetcode__3759/small_history/source_history.json,17a79eb63f057760e1b627edf2ea79b7d21fd8d00e7c09e1471c1f66c8016526
atcoder/abc381_d,source,9738,True,False,False,580.3734127790667,True,primary/tasks/atcoder__abc381_d/large_history/source_history.json,ef31f598433ae1924f32439855231afda7f14feb4941c1f1765e0c34f3c5ae9c
atcoder/abc381_d,small,23936,True,False,False,1044.9042229801416,True,primary/tasks/atcoder__abc381_d/small_history/source_history.json,4c653cf7dd0027f5caed555b3235809dd1ba6dcc572505547d6ebd920437968b
atcoder/abc386_f,source,9149,True,False,False,516.6564765397925,True,primary/tasks/atcoder__abc386_f/large_history/source_history.json,54f87100d3be5a17686451f2d66523f5a983f02b0e95d8efa53d7c5aa9a6486c
atcoder/abc386_f,small,19534,True,False,False,637.7664344001096,True,primary/tasks/atcoder__abc386_f/small_history/source_history.json,b04ba96b754d451a35ea97a97e89915171f9f3cf5558d4ab944aaabca1108a02
atcoder/abc397_b,source,8686,True,False,False,518.1101008809637,True,primary/tasks/atcoder__abc397_b/large_history/source_history.json,d9a50fa9d5d28dc47cec940e07533111d22bf4b5761054092765e31ee94c8c07
atcoder/abc397_b,small,18378,True,False,False,792.1777945831418,True,primary/tasks/atcoder__abc397_b/small_history/source_history.json,316e554b7b8c9dc16093680c0c52cbe9e81beba4e295ea4ef326adefd1e2580d
atcoder/arc194_c,source,8573,True,False,False,521.6857717353851,True,primary/tasks/atcoder__arc194_c/large_history/source_history.json,ab04dfb00eae5fdb29fd26a00adcb0cd57763f2f543811b6332b68011c8bf9b9
atcoder/arc194_c,small,9700,True,False,False,316.87197917187586,True,primary/tasks/atcoder__arc194_c/small_history/source_history.json,39ab9f7ecd7dc9dcc8d68159df1acc1e8e13512a3efe52fabc5200369e7a0be8
atcoder/abc395_e,source,9203,True,False,False,525.2048112719785,True,primary/tasks/atcoder__abc395_e/large_history/source_history.json,d9de502e9884e52366b0199a69262d0a04edf71174710c3d2406447d1b7e9ce2
atcoder/abc395_e,small,9424,True,False,False,307.26347097498365,True,primary/tasks/atcoder__abc395_e/small_history/source_history.json,4f00c60147e55e90813f9f0037763e946c094f8117e0cba513a7d324a67d3d96
leetcode/3690,source,8396,True,False,False,485.5989037139807,True,primary/tasks/leetcode__3690/large_history/source_history.json,5a7c85fc0e04da3d8ba6303b637766d97e4503c905c4dbb928d39165bb5f8273
leetcode/3690,small,19225,True,False,False,625.7366096258629,True,primary/tasks/leetcode__3690/small_history/source_history.json,3ed78e573533a5759a7d97c56e058980aa577ab3c0d847d7437b31ecfb3d2c97
leetcode/3651,source,2633,True,False,False,147.7144368700683,True,primary/tasks/leetcode__3651/large_history/source_history.json,4d7028d88a6c6a9a6783e379601c56e426be7ce940b2cf90f125fbe1e28e9f01
leetcode/3651,small,4111,True,False,False,179.6437931302935,True,primary/tasks/leetcode__3651/small_history/source_history.json,b5c237b6db305c2060ec7dd1e9a7397309e5e437510049796e0bee2935ddb5b0
leetcode/3528,source,23161,True,False,False,1320.1435501398519,True,primary/tasks/leetcode__3528/large_history/source_history.json,5eda37993ee2aac000c9dfc87ddd70417e1ceaf33aab9f254348055c82331204
leetcode/3528,small,16097,True,False,False,526.1343844409566,True,primary/tasks/leetcode__3528/small_history/source_history.json,7af0ba09e3e01556717665474adc9d82097937b22c146c6210927654518dcd6c
leetcode/3657,source,24576,False,True,False,1470.0080873733386,True,primary/tasks/leetcode__3657/large_history/source_history.json,505a102eba0d82a7e19d97f7b1e74218e5e9cd22e23657962eff4ca45a6f75f9
leetcode/3657,small,17138,True,False,False,684.4593315720558,True,primary/tasks/leetcode__3657/small_history/source_history.json,e128511ca91e8c9ef814e7ea456f4c0da4397cf76d80070b58d03a7080418fa5
atcoder/abc400_d,source,12936,True,False,False,758.3866006974131,True,primary/tasks/atcoder__abc400_d/large_history/source_history.json,84ddd781827db85fc1b419b6c1976f2fd58e9ee95d14df5e1d5ec71a9d7d1ad4
atcoder/abc400_d,small,20613,True,False,False,703.5460498621687,True,primary/tasks/atcoder__abc400_d/small_history/source_history.json,7ded3c4d2cfc8603d058df220d68dc617950401534285b829172fb627624f864
leetcode/3714,source,13201,True,False,False,764.5153088232037,True,primary/tasks/leetcode__3714/large_history/source_history.json,6e563307b0a9a81ce6f6002778f2f2f1a46c64540608f0f4e008ec03a007e894
